,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,홈페이지,평균연봉
131,문토,서울 강남구 테헤란로 503 11층 1109호,미들 (4~8년),"['AWS', 'Node.js', 'NestJS', 'PostgreSQL']","[' 백엔드 개발 경력 3년 이상 혹은 이에 준하는 경험을 가지고 계신 분', ' 웹 서비스에 대한 이해가 있으신 분', ' Due를 잘 지키고 책임감이 있으신 분', ' 코드 리뷰에 긍정적이고, 원활한 커뮤니케이션이 가능하신 분', ' 다양한 직군의 동료들과 협업하여 문제를 파악하고 해결할 수 있는 분']","[' 컴퓨터공학 및 공학 관련 계열을 전공하신 분', ' 백엔드 개발 경력 5년 이상인 분', ' Docker를 사용해보신 분', ' 서버 아키텍처에 대한 풍부한 지식 및 경험을 지니신 분']",https://www.rallit.com/positions/1980/node-js-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.munto.kr/,기타 창작 및 예술관련 서비스업,12,5년 (2019년 설립),주식회사,"3억 1,952만",-,"4,874만"
132,와탭랩스,서울 서초구 서초대로77길 17 13층 1303호,미들 (4~8년),"['AWS', 'Java', 'Kubernetes']","[' 관련 경력 3년 이상', ' 원활한 대인 관계 및 커뮤니케이션 능력을 보유한 분', ' 책임감과 성실성을 갖추신 분', ' IT 트렌드에 따른 기술 습득에 거부감이 없으신 분', '', '아래 조건 중 한 가지 이상 만족하시는 분', ' APM(Application Performance Management) 사용 경험', ' Kubernetes 사용 경험', ' WEB/WAS 사용, 운영 경험', ' DB 백업 및 복구, 모니터링, 운영 등의 기술 보유', ' Application (Java, Go, Node.js, Python, PHP, .NET) 개발 경험', '', '※ 신입의 경우 위 기술에 대해 설명 가능한 분']","[' 프리세일즈 경험자 우대', ' 모니터링 제품 경험자(Whatap, Datadog, NewRelic, 제니퍼, 엑셈 등) 우대', ' 쿠버네티스 자격증 소지자 우대', ' AWS 자격증 소지자 우대']",https://www.rallit.com/positions/1304/%EC%86%94%EB%A3%A8%EC%85%98-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-it-%EC%84%B1%EB%8A%A5-%EC%BB%A8%EC%84%A4%ED%84%B4%ED%8A%B8,https://www.whatap.io/ko/,시스템ㆍ응용 소프트웨어 개발 및 공급업,54,9년 (2015년 설립),주식회사,62억,-,"5,468만"
133,픽소,서울 마포구 월드컵북로4길 77 3층 (ANT 빌딩),주니어 (1~3년),"['AWS', 'Node.js', 'TypeScript', 'Webpack']","[' 픽소의 미션과 비전을 이해하고, 공감하실 수 있는 분', ' node.js 기반의 백엔드 직무 경험이 3년 이상 이신 분', ' typescript, Kotlin/Spring 및 MSA 아키텍처 개발 경험이 있으신 분', ' CMS(Content Management System) 연동 개발 경험이 있으신 분', ' 다양한 직군의 팀원들과 원활한 커뮤니케이션과 협업이 가능하신 분']","[' 프로덕트 개발 full cycle에 대한 깊은 이해와 경험이 있으신 분', ' 아키텍쳐 변경에 따른 마이그레이션 경험이 있으신 분', ' AWS 혹은 기타 클라우드 환경을 활용한 개발/운영 경험이 있으신 분', ' 글로벌 서비스를 위한 인프라 아키텍처 설계, 개발 경험이 있으신 분']",https://www.rallit.com/positions/2280/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-3%EB%85%84-%EC%9D%B4%EC%83%81,https://www.pixo.co/,시스템ㆍ응용 소프트웨어 개발 및 공급업,22,6년 (2018년 설립),주식회사,"33억 1,408만",-,"4,539만"
134,올림플래닛,서울 강남구 테헤란로 521 7층,시니어 (9년 이상),"['AWS', 'GO', 'Kubernetes', 'Docker']","[' 컴퓨터공학에 대한 전문 지식을 갖춘 분(학/석사 학위)', '', ' 정보처리기사 자격증을 보유한 분', '', ' 3D 그래픽에 대한 이해도가 높은 분', '', ' 개발 트렌드 분석 및 셀프 트레이닝 역량을 지닌 분']","[' Docker 및 Kubernetes 사용 경험이 있는 분', '', ' 인프라 운영 및 장애 대응 경험이 있는 분']",https://www.rallit.com/positions/2263/be%EA%B0%9C%EB%B0%9C,https://www.olimplanet.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,67,9년 (2015년 설립),주식회사,"85억 6,319만",-,"4,364만"
135,효성에프엠에스,서울 강남구 광평로 281 5층,미들 (4~8년),"['AWS', 'Python', 'TDD']","['""<필수 요건>', ' 백엔드 개발 경력 7년 이상 또는 그에 준하는 실력을 갖추신 분', ' 소프트웨어 아키텍처 또는 서비스 인프라 설계 가능하신 분', ' 주도적으로 AWS 환경에서 개발 및 운영 경험이 있으신 분', ' 웹서비스 API에 대한 이해가 있으신 분', ' (언어 무관) 서버 사이드 Framework에 대한 깊이 있는 이해가 있으신 분', ' RDBMS 설계 및 운영 경험이 있으신 분', ' CI & CD 를 구축하거나 운영해본 경험이 있으신 분', '""']","['"" Python과 Python Framework (Django / Flask 등)를 이용한 백엔드 서버 개발 경험 있으신 분', ' 대규모 서비스의 설계, 개발 및 유지보수 경험이 있으신 분', ' 테스트 자동화 또는 TDD 경험이 있으신 분', ' 이종간 프로그램언어로 작성된 서비스를 개발하거나 운영해본 경험이 있으신 분', ' 프로젝트 및 팀 리딩 경험이 있으신 분', ' NoSQL를 이용한 대용량 데이터 처리 설계/개발 경험이 있는 분', ' 마이크로서비스 아키텍쳐 개발 경험이 있는 분', '  Kubernetes, Docker를 활용한 서비스 운영 경험', '  Git 등의 분산버전관리시스템 사용에 능숙하신 분', '  Jira, Confluence, Slack 등의 툴을 이용한 협업 및 커뮤니케이션 경험을 가지신 분', '""']",https://www.rallit.com/positions/1290/%ED%9A%A8%EC%84%B1%EC%97%90%ED%94%84%EC%97%A0%EC%97%90%EC%8A%A4-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90%EC%B1%84%EC%9A%A9,https://www.hyosungfms.com/fms/main/main.do,시스템ㆍ응용 소프트웨어 개발 및 공급업,55,17년 (2007년 설립),기타 법인,"405억 9,829만",-,"5,744만"
136,테이퍼랩스,서울 강남구 역삼로 180 3층,경력무관,"['AWS', 'Lambda', 'Node.js', 'Elasticsearch']","['자격요건', ' 컴퓨터 공학 등 전공자 또는 3년 이상 현업 경험자']","['우대사항', ' 원격 근무 및 SaaS에 대한 관심 및 경험 보유자', ' OpenAI API, LangChain 등에 대한 관심 및 개발 경험', ' Node.js Web Framework에 대한 이해도 및 경험', ' Amazon Web Services(Lambda, EC2, S3, CloudFront 등)에 대한 이해도 및 경험', ' Database 설계 및 최적화에 대한 이해도 및 경험', ' Elastic Search 등 엔진, 라이브러리 기반 검색 시스템 구축 경험', ' Cloud 비용 최적화 경험 보유자', ' 대용량 트래픽 분산 처리 아키텍쳐에 대한 이해']",https://www.rallit.com/positions/158/backend-engineer,https://shadow.do/,포털 및 기타 인터넷 정보 매개 서비스업,2,3년 (2021년 설립),기타 법인,-,-,"4,599만"
137,롯데헬스케어,서울 송파구 올림픽로 300 27층,경력무관,"['AWS', 'Kubernetes', 'Terraform', 'Jenkins']","[' 컴퓨터 과학 또는 관련 분야의 학사 학위', ' DevOps 분야에서 2년 이상의 경험', ' 네트워크에 대한 깊은 이해', ' AWS, Container, Kubernetes 및 클라우드 인프라 전반에 대한 견고한 이해', ' Terraform IaC(Infrastructure as Code) 구축 및 유지 관리', ' Jenkins, Ansible 및 Chef와 같은 자동화 도구에 대한 경험', ' 뛰어난 문제 해결 및 문제 해결 기술', ' 뛰어난 의사 소통 및 팀워크 기술']","[' DevOps 분야에서 5년 이상의 경험', ' Google Cloud Platform, Microsoft Azure에 대한 경험', ' 다양한 프로그래밍 언어 개발 경험', ' SRE(Site Reliability Engineering)에 대한 경험', ' Agile 개발에 대한 경험', ' Kubernetes(EKS), ArgoCD, Github action, Prometheus나 Open metrics 에 대한 이해, ', ' 각종 모니터링, 장애대응에 대한 경험', ' Kafka나 Glue, Airflow 같은 Data pipelines 이나 ETL 관련 기술 경험', ' 다양한 문제에 대해 집요하게 원인을 파고 들수 있는 의지와 경험을 가진 사람', ' 다양한 기술의 밑바닥까지의 호기심을 가진 사람']",https://www.rallit.com/positions/1642/devops-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,https://www.lottehealthcare.com/,"자료 처리, 호스팅 및 관련 서비스업",30,2년 (2022년 설립),기타 법인,-,-,"5,932만"
138,써머스플랫폼,서울 금천구 가산디지털1로 186 제이플라츠 13층 1301호,미들 (4~8년),"['AWS', 'Linux']","[' 학력 : 학력무관', ' 경력 : 2년~ 8년', ' 보안장비 운영 경험자', ' Cloud 서비스 운영 경험자', ' 리눅스 운영 경험자']","[' H/W, S/W 보안관리 경험자 우대', ' 개인정보보호 보안관리 경험자 우대', ' 동료와의 커뮤니케이션 협업이 즐거우신분']",https://www.rallit.com/positions/1549/%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%83%9D%EB%B0%B0-%EC%8A%A4%EC%9C%97%ED%8A%B8%EB%9E%98%EC%BB%A4cic-%EC%9D%B8%ED%94%84%EB%9D%BC-%EB%8B%B4%EB%8B%B9-%EC%B1%84%EC%9A%A9,https://www.enuri.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,200,25년 (1999년 설립),주식회사,325억 643만,-,"4,558만"
139,유니유니,경기 성남시 분당구 판교로289번길 20 2동 5층,미들 (4~8년),"['AWS', 'Java', 'React', 'Github', 'Node.js']","[' 개발 경력 5년 이상이며, 기업 내 IT 조직 및 스타트업에서 Team lead 이상을 맡아보신 분', ' 프로젝트 추진을 위해 문제점 진단 및 정의, 해결방안 또는 대안 제시가 가능하신 분', ' 웹/앱/서버 등 개발 업무 전반에 대한 이해도가 높으신 분', ' 팀플레이를 즐기고, 긍정적이고 적극적으로 커뮤니케이션하는 분', ' 기획 / 디자인 등 다양한 직군과의 원만한 커뮤니케이션 및 협업이 가능하신 분', ' 새로운 기술에 관심이 많고 꾸준히 스스로 학습 하시는분', ' AWS 경험이 있으신 분']","[' 개발 방법론 (Agile, CBD 등)을 프로젝트 진행에 적용 경험이 있으신 분', ' 개발 협업 툴 환경을 구축/관리 해본 경험이 있으신 분 (Figma, Jira, Trello, Teams)', ' 서비스 초기 기획부터 구축, 운영, 모니터링까지 참여한 경험이 있는 분', ' 본인이 맡은 업무를 끝까지 책임지고 수행할 수 있는 분', ' 스스로 학습 및 몰입하고, 강한 실행을 보여주실 수 있는 분', ' 기존 방식보다 효율적인 방법을 고민하고 개선하는 것을 좋아하시는 분', ' CI/CD를 통해 테스트/빌드/배포 경험이 있으신 분', ' 웹성능 최적화 경험이 있으신 분', ' 연구개발 책임자 수행 가능하신 분']",https://www.rallit.com/positions/1796/%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC-%EC%9C%A0%EB%8B%88%EC%9C%A0%EB%8B%88-%EA%B0%9C%EB%B0%9C-%EB%A6%AC%EB%93%9C-%EC%B1%84%EC%9A%A9,https://www.uniuni-ai.com/,"컴퓨터 시스템 통합 자문, 구축 및 관리업",4,4년 (2020년 설립),기타 법인,-,-,-
140,넵튠클라우드,서울 강남구 역삼로 169 5층,미들 (4~8년),"['AWS', 'Spring', 'Node.js']","[' 백엔드 개발 경력 3년 이상 (node.js, Java, C# 등)', ' RESTful API 설계 및 개발 경험', ' NoSQL(ex.MongoDB, DynamoDB etc) 활용 경험', ' Cloud 서비스 이용 경험 (GCP, AWS, Azure 등)']","[' Spring 활용 경험', ' 데스크탑, 모바일, 웹 어플리케이션 개발 경험', ' GraphQL 활용 경험', ' CI/CD 구축, 운영 경험', ' Event Driven Architecture 이해 (Kafka, RabbitMQ 등 활용 경험 )']",https://www.rallit.com/positions/655/backend-developer,https://nptn.io/,시스템ㆍ응용 소프트웨어 개발 및 공급업,10,3년 (2021년 설립),주식회사,-,-,"5,852만"
141,인프랩,경기 성남시 분당구 대왕판교로 660 1A 동 4층 405호,미들 (4~8년),"['AWS', 'SQL', 'Python', 'Tensorflow', 'Keras']","[' 관련 실무 경험 5년 이상 보유하신 분', ' 통계 전공 학사 이상 또는 통계 분석 실무 경력 3년 이상', ' 어렵고 복잡한 문제를 SQL를 사용하여 효율적으로 해결할 수 있는 실력을 보유하신 분', ' 데이터 엔지니어와 협업하여 다양한 문제를 해결한 경험을 보유하신 분 ', '', '[서류는 이렇게 작성해주세요.]', ' (필수) 이력서 ', ' (필수) 포트폴리오 : 포트폴리오 제출이 어려우신 분은 과제를 선제출 해주세요. ', ' (선택) Github 주소', ' 진행한 업무 중 임팩트 있었던 프로젝트를 구체적으로 적어주세요. 팀으로 진행한 업무라면 본인의 기여도를 함께 작성해주세요. 문제를 해결하면서 기여한 부분, 새롭게 시도한 부분, 얻게 된 인사이트 등을 구체적으로 작성할 수록 좋아요.', ' 가장 의미있는 통계 프로젝트에 대해 알려주세요. 문제 정의, 문제 해결 과정, 분석 과정에 대한 설명, 데이터 분석과 결과 도출 과정을 구체적으로 기술해주세요.', ' 데이터를 기반으로 개선한 경험이 있다면 결과를 수치로 알려주세요. (외부 공개가 민감한 사항일 경우, 해당 부분은 제외해 주세요)']","[' 개인화 추천 모델 기획부터 개선까지 실제 서비스 운영 경험을 보유하신 분', ' PB 또는 TB급 이상의 데이터에 대하여 데이터 분석 또는 AI 모델 분산 학습 경험을 보유하신 분']",https://www.rallit.com/positions/1961/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D%EA%B0%80,https://www.inflearn.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,62,7년 (2017년 설립),주식회사,"128억 5,334만",-,"5,020만"
142,레인포컴퍼니,서울 종로구 종로 6 5/6층,미들 (4~8년),"['AWS', 'React', 'Next.js', 'React Native']","[' React 혹은 React Native 개발 및 운영 경험이 2년 이상이거나 그에 준하는 개발 경험이 있으신 분', ' HTML, CSS, JavaScript에 대한 깊은 이해가 있으신 분', ' Redux, MobX와 같은 상태 관리 라이브러리 사용 경험이 있으신 분', ' Git을 사용한 형상 관리 경험이 있으신 분', ' 문제 해결에 대한 다양한 접근과 해결 방안에 대해 고민하시는 분', ' 커뮤니케이션이 원활하고 코드 리뷰에 적극적이신 분', ' 개발자로서 성장에 대해 계속 고민하시는 분']","['**우대사항은 그저 우대사항일 뿐입니다.**', '', ' TypeScript 경험이 있으시면 더욱 좋습니다.', ' 유지보수성 및 확장성을 고려한 코드 구현 경험', ' 테스트 코드 작성 경험이 있으신 분', ' 문서화를 습관처럼 하시는 분']",https://www.rallit.com/positions/1357/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://lane4.ai/,시스템ㆍ응용 소프트웨어 개발 및 공급업,39,4년 (2020년 설립),주식회사,"6,352만",-,"4,474만"
143,21세기전파상,서울 서초구 강남대로53길 8 6층 2호,시니어 (9년 이상),"['AWS', 'Git', 'Github', 'MySQL', 'SQL']","[' 개발조직 리드 경험자', ' 좋은 개발문화를 만드는데 관심이 많으신 분', ' 주니어 개발자 매니징', ' 풀스택 실무 경험 6년 이상', ' Git 사용 및 전반적인 소스 CI/CD 경험자', ' TDD 테스트 주도 개발 경험자', ' MySQL, Node.js express, Nest.js, Next.js, typescript 개발 경험자', ' RESTful API구축 및 설계 경험이 있으신 분', ' CentOS 및 클라우드 컴퓨팅 서버(AWS, NCP)관련한 지식이 있으신 분', ' 웹접근성/표준 및 DOM에 대한 이해도가 있는 분', ' 클린코드/코드리뷰 문화 적응 가능자']","[' 프론트엔드는 next.js, react.js 사용중입니다', ' bootstrap 기반 자체 UI 가이드 개발이 가능하신분']",https://www.rallit.com/positions/679/%EA%B0%9C%EB%B0%9C-%EC%B4%9D%EA%B4%84-cto,https://www.21market.kr/,그 외 기타 정보 서비스업,10,4년 (2020년 설립),주식회사,"2,498만",-,"4,992만"
144,패스트뷰,서울 강남구 강남대로 364 12층,미들 (4~8년),"['AWS', 'bitnami', 'Shell Script', 'PHP', 'Python']","[' AWS 기반 인프라 설계 및 운영 경험을 보유하신 분 (최소 3년 이상)', ' bitnami 워드프레스 (또는 php기반 웹 서비스) 운영 경험 보유자', ' 스크립트 코딩 역량 보유 (Shell script, Python 등)']","[' AWS 환경에서 다양한 서비스를 처음부터 끝까지 구축하고 운영한 경험이 있으신 분', ' CloudWatch, Datadog 등 Observability 플랫폼 구축 및 운영 경험이 있으신 분', ' Cloud Formation Terraform 등 IaC 경험이 있으신 분', ' 기존 사용 기술의 문제점과 대체 도구 발견 또는 개발에 능숙하신 분']",https://www.rallit.com/positions/1771/devops-engineer-3%EB%85%84-%EC%9D%B4%EC%83%81,https://www.fastviewkorea.com/,광고 대행업,98,6년 (2018년 설립),주식회사,100억,-,"3,720만"
145,21세기전파상,서울 서초구 강남대로53길 8 6층 2호,미들 (4~8년),"['AWS', 'Git', 'Github', 'MySQL', 'SQL', 'React']","[' 3년 ~ 7년의 React.js 웹 또는 React Native 앱 개발 경험이 있으신 분.', ' TypeScript에 대한 지식, 또는 이를 활용한 개발에 관심이 있으신 분', ' javascript(ES6 이상), CSS, HTML 능숙하신 분', ' Redux, Recoil, Reactquery 등 상태관리 경험이 있으신 분', ' styledcomponents 사용 및 디자이너와의 협업 경험이 있으신 분', ' RESTful API를 활용한 개발 경험이 있으신 분', ' 테스트 및 배포 자동화에 대한 경험이 있으신 분', ' 새로운 기술을 빠르게 배우고 이를 구성원들과 공유하는 것에 적극적이신 분', ' 여러 이해관계자들과의 협업 과정에서 논리적으로 커뮤니케이션 하시는 분']","[' 소프트웨어 설계에 대해 이해가 깊은 분.', ' 실제 제품을 초기부터 개발, 배포, 업데이트한 경험이 있으신 분.', ' React Native 기반 앱 개발 경험이 있으신 분.']",https://www.rallit.com/positions/676/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.21market.kr/,그 외 기타 정보 서비스업,10,4년 (2020년 설립),주식회사,"2,498만",-,"4,992만"
146,럽맘,"서울 강서구 공항대로 247 퀸즈파크나인 C동 711호, 712호",주니어 (1~3년),"['AWS', 'Django', 'FastAPI', 'MySQL']","[' Python 웹 프레임워크 경험 1년 이상', '', ' 클라우드 플랫폼에 서버 배포 경험', '', ' 다른팀과의 협업 및 의사소통에 문제 없으신분']","[' 다양한 프레임워크를 과감하게 도전해보실 분', '', ' 팀 운영을 해보고 싶으신 분', '', ' 신규 개발자 양성에 관심이 많으신분']",https://www.rallit.com/positions/2130/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-django-%ED%8C%80%EC%9E%A5%EA%B8%89-%EC%B1%84%EC%9A%A9,https://luvmom.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,5,4년 (2020년 설립),주식회사,-,-,"3,319만"
147,미스터카멜,서울 용산구 한강대로 366 811호,미들 (4~8년),"['AWS', 'C#', 'Selenium', 'Elasticsearch']","[' 개발 실무 3년 이상 경력', ' OOP 기반 개발 역량 보유', ' 크롤링에 대한 이해', ' 코드리뷰 가치에 대한 이해', ' 읽히는 코드 작성']","['[우대사항]', ' C# 포함 개발 실무 5년 이상 경력', ' 완벽한 서비스 운영에 대한 고민 경험', ' 모니터링을 통한 성능 분석과 개선에 대한 고민 경험', ' 대규모 트래픽 발생과 핸들링에 대한 고민 경험', ' 크롤링 방어 회피 경험', ' 자신의 생각을 명확하고 간결한 표현 가능', '', '[기술스택]', ' Java Spring Boot, Data, Cloud, Security, Batch, Python TensorFlow', ' **C# Data Analysis, Web Crawling(Socket, Selenium) (DevOps 주요 기술)**', ' JavaScript, React, Next.js, TypeScript, ReactQuery (프론트엔드 주요 기술)', ' Mobile WebApp(Kotlin, Swift)', ' **ElasticSearch, Redis, SQS, MySQL**', ' **AWS, ElasticCloud, Grafana**', ' Notion, Slack, Asana, G Suite, Zoom, GitHub, Figma', ' GA(GTM), Amplitude, Braze, AppsFlyer, Firebase']",https://www.rallit.com/positions/620/devops-engineer,http://mrcamel.co.kr/,통신 판매업,7,5년 (2019년 설립),주식회사,-,-,"5,266만"
148,코코네,서울 강남구 학동로9길 19 코코네 M 사옥,시니어 (9년 이상),"['AWS', 'Docker', 'CI/CD', 'Jenkins']","[' AWS, GCP 와 같은 클라우드 서비스의 운영 경험이 있는 분', ' CI/CD 구축 및 운영 경험이 있는 분', ' 무중단 서비스의 고가용성 유지를 위한 서버 인프라 설계 및 모니터링 경험이 있는 분', ' 대용량 트래픽 서비스 운영 경험 및 트러블 슈팅 경험', ' IT 장애발생시 장애조치 리드 및 원인분석, 유관부서 커뮤니케이션 역량을 보유하신 분', ' 신규 또는 기존 서비스 성능테스트 및 분석, 개선 역할을 해본 경험']","[' DevOps/SRE 팀의 리딩 경험이 있는 분', ' 장애 예방과 탐지, 전파와 조치 등의 프로세스를 정립하고 개선한 경험이 있는 분', ' 인프라 및 미들웨어 연계 구간에 대한 깊은 이해와 구성 경험을 보유하신 분', ' 다양한 인프라 및 어플리케이션, 오픈소스에 대한 아키텍처 설계, 구축 경험이 있으신 분', ' Docker 및 Kubernetes, OpenShift 등 컨테이너 오케스트레이션 환경을 설계 및 구축한 경험이 있으신 분', ' IaC 구축 및 운영 경험이 있으신 분', ' 대규모 트래픽 처리를 위한 애플리케이션 인프라 구성 경험이 있으신 분', ' 복잡한 시스템에 대하여 디버깅 할 수 있는 능력을 보유하신 분', '', '[기술스택]', '', ' CentOS, Ubuntu, RockyLinux, windows ', ' AWS, GCP, NBP, Onpremise', ' munin, zabbix, prometeus , grafana, Datadog, CloudWatch, ELK, Redash, BigQuery', ' MongoDB, MariaDB, Redis, ElasticSearch, CockroachDB', ' Jira, confluence, Slack ', ' bash, nodeJs, python', ' Docker, K8S, ECR', ' firebase, adjust, braze, google analytics']",https://www.rallit.com/positions/1097/cocone-m-sre%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-site-reliability-engineering,https://cocone-m.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,96,9년 (2015년 설립),기타 법인,-,-,-
149,피나클,경기 성남시 분당구 분당내곡로 151 삼도타워 1101호,Lead 레벨,"['AWS', 'Python', 'FastAPI', 'Docker']","[' 백엔드 개발 경력 7년 이상 혹은 이에 준하는 프로젝트 개발 경험을 보유하신 분', ' Python 기반 프레임워크및 AWS를 통한 웹 서비스 구축 경험이 충분히 있으신 분', ' 비즈니스 핵심을 이해하고 효율적인 데이터 구조 및 API 설계가 가능하신 분', ' 관계형 데이터베이스 설계, 모델링 및 운영 경험', ' 실제 엔드유저 대상 서비스 개발 및 운영 경험이 있으신 분', ' 개발팀의 팀원들을 매니징하며 팀을 리딩한 경험이 있으신 분']","[' 신규 서비스 또는 플랫폼을 개발 및 런칭하고 성장시켜보신 경험이 있으신 분', ' 빠르게 변화하고 성장하는 스타트업 환경에 적응 가능한 분', ' 핀테크 경험, 증권계좌 연동, 금융 공공API 연동, 금융기관등 외부 시스템 연동 및 사용 경험이 있으신 분', ' 웹, 앱서비스 개발 전반에 대한 풍부한 경험 및 지식 보유하신 분', ' 블록체인 기술에 대한 이해와 응용경험이 있으신 분', '', ' 유연하고 긍정적인 관점으로 상황과 업무를 바라보는 마인드를 소유하신 분', ' 주니어 엔지니어를 멘토링하고, 다양한 이해관계자 간의 의사소통을 원만히 할 수 있는 능력이 있는 분', ' 좋은 개발 문화에 관심이 깊거나 도입시킨 경험이 있는 분', ' 팀에 필요한 신기술 도입을 검토하고 적용해본 경험이 있는 분']",https://www.rallit.com/positions/2113/backend-developer-leader-senior,https://rebitx.com/,경영 컨설팅 및 공공 관계 서비스업,10,7년 (2017년 설립),기타 법인,-,-,-
150,데브게이트,서울 서초구 서초대로74길 45 지하 1층 210호,경력무관,"['AWS', 'TypeScript', 'Next.js', 'tailwind-css']","['이런 분을 찾아요!', ' 제품 개발을 즐기시는 분', ' 웹 표준, ES6, Typescript 에 깊은 이해가 있으신 분', ' 서버, DB에 관한 기본적인 이해와 경험(e.g. REST API로 CRUD 구현, 인증 처리 등)이 있으신 분', '', '우리는 아래 도구를 이용해요', '스택 자체에 얽매이지 않고 더 나은 방식이 있다면 과감하게 변경할 수 있어요', '', '개발', ' Typescript, Next.js, TailwindCSS, Zustand', ' React Native, Expo', ' NestJS, Prisma', ' AWS, Vercel, Supabase, Turborepo', '', '디자인', ' Figma', '', '협업', ' Slack, Notion, Github']","['이런 분이면 더 좋아요~~!!', ' 자신만의 제품을 제로 베이스에서 개발하고 운영해보신 분', ' 코드 품질에 대해 지속적으로 고민하는 분', ' 사용자 경험을 이해하고, 주도적으로 제안할 수 있는 분', ' 그 밖에 본인만의 강점이 있는 분']",https://www.rallit.com/positions/2251/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-typescript-40%EC%8B%9C%EA%B0%84-%EB%82%B4%EC%97%90-%EC%97%B0%EB%B4%89%EC%A0%9C%EC%95%88,https://devgate.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,1,2년 (2022년 설립),개인,-,-,-
151,라이프시맨틱스,서울 강남구 언주로 533 라이프시맨틱스 빌딩,미들 (4~8년),"['AWS', 'Kubernetes', 'Kafka', 'grafana']","[' AWS, NCP 등 퍼블릭 클라우드 아키텍처 설계 및 운영 경험이 있으신 분', ' Kubernetes 등 컨테이너 오케스트레이션 도구를 다뤄보신 분', ' Kafka, ELK, InfluxDB, Grafana 등 옵저버빌리티 및 모니터링 인프라 운영 경험이 있으신 분', ' CI/CD 파이프라인 구축 경험이 있으신 분', ' 지시에 따라 업무를 수행하는 것이 아니라 적극적으로 문제를 정의하고 해결하는 분']","[' 긍정적이고 원활한 커뮤니케이션 능력이 있으신 분', ' 디지털 헬스케어 분야에 관심이 있으신 분']",https://www.rallit.com/positions/2054/devops-engineer,https://lifesemantics.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,53,12년 (2012년 설립),주식회사,"46억 3,437만",-,"5,128만"
152,레인포컴퍼니,서울 종로구 종로 6 5/6층,미들 (4~8년),"['AWS', 'JavaScript', 'TypeScript', 'NestJS']","['**아래의 NestJS, Spring 기반 경험 중 하나만 해당 하시면 돼요!** ', '', ' NestJS 기반 백엔드 개발 2년 이상 혹은 그에 준하는 실력을 갖추신분', ' ', ' → TypeScript, NestJS, TypeORM 기반의 웹 어플리케이션 개발 경험', ' ', ' API 시스템 설계 및 개발 경험', ' RDBMS, NoSQL 사용한 테이블 설계 및 개발 경험', ' Git을 사용한 형상 관리 경험', ' 문제 해결에 대한 다양한 접근과 해결 방안에 대해 고민해본 경험', ' 문서화를 습관처럼 하시는분', ' 커뮤니케이션이 원활하고 코드 리뷰에 적극적이신분', ' 개발자로서 성장에 대해 계속 고민하시는분']","['**우대사항은 그저 우대사항일 뿐입니다.**', '', ' 24 / 365 서비스 개발 경험', ' CI / CD 파이프라인 구축 경험', ' AWS 클라우드 기반 인프라 구축 및 운영 경험', ' 유지보수성 및 확장성을 고려한 코드 구현 경험', ' 테스트 코드 작성 경험', ' Spring 기반 백엔드 개발 2년 이상 혹은 그에 준하는 실력을 갖추신분', '', ' → Java, SpringBoot, Mybatis, JPA 기반의 웹 어플리케이션 개발 경험']",https://www.rallit.com/positions/1358/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://lane4.ai/,시스템ㆍ응용 소프트웨어 개발 및 공급업,39,4년 (2020년 설립),주식회사,"6,352만",-,"4,474만"
